,Date,MaxTemp,MinTemp,Precipitation,County,Deaths,Case,Vehicles,City,Category
0,2014-01-01,69,31,0.0,DALLAS (113),1.0,480002.0,1.0,Dallas,Dry
1,2014-01-01,69,31,0.0,DALLAS (113),2.0,480003.0,2.0,Dallas,Dry
2,2014-01-01,69,31,0.0,DALLAS (113),1.0,480182.0,2.0,Dallas,Dry
3,2014-01-02,43,25,0.0,,,,,Dallas,Dry
4,2014-01-03,52,25,0.0,,,,,Dallas,Dry
5,2014-01-04,70,41,0.0,,,,,Dallas,Dry
6,2014-01-05,50,21,0.0,,,,,Dallas,Dry
7,2014-01-06,33,15,0.0,,,,,Dallas,Dry
8,2014-01-07,48,19,0.0,,,,,Dallas,Dry
9,2014-01-08,48,39,0.14,DALLAS (113),1.0,480053.0,1.0,Dallas,Moderate
10,2014-01-09,48,41,0.08,,,,,Dallas,Moderate
11,2014-01-10,70,47,0.11,,,,,Dallas,Moderate
12,2014-01-11,69,37,0.0,DALLAS (113),1.0,480068.0,3.0,Dallas,Dry
13,2014-01-11,69,37,0.0,DALLAS (113),2.0,480240.0,2.0,Dallas,Dry
14,2014-01-12,74,42,0.0,,,,,Dallas,Dry
15,2014-01-13,64,42,0.0,DALLAS (113),1.0,480081.0,1.0,Dallas,Dry
16,2014-01-13,64,42,0.0,DALLAS (113),1.0,480082.0,3.0,Dallas,Dry
17,2014-01-14,66,32,0.0,,,,,Dallas,Dry
18,2014-01-15,58,33,0.0,,,,,Dallas,Dry
19,2014-01-16,66,35,0.0,,,,,Dallas,Dry
20,2014-01-17,55,38,0.0,,,,,Dallas,Dry
21,2014-01-18,69,35,0.0,,,,,Dallas,Dry
22,2014-01-19,65,39,0.0,DALLAS (113),1.0,480147.0,1.0,Dallas,Dry
23,2014-01-20,73,42,0.0,,,,,Dallas,Dry
24,2014-01-21,52,36,0.0,,,,,Dallas,Dry
25,2014-01-22,60,30,0.0,DALLAS (113),1.0,480160.0,1.0,Dallas,Dry
26,2014-01-23,45,24,0.001,,,,,Dallas,Light
27,2014-01-24,43,18,0.0,,,,,Dallas,Dry
28,2014-01-25,68,26,0.0,,,,,Dallas,Dry
29,2014-01-26,74,47,0.0,DALLAS (113),1.0,480173.0,2.0,Dallas,Dry
30,2014-01-26,74,47,0.0,DALLAS (113),1.0,480174.0,1.0,Dallas,Dry
31,2014-01-27,52,25,0.0,DALLAS (113),1.0,480221.0,2.0,Dallas,Dry
32,2014-01-27,52,25,0.0,DALLAS (113),1.0,480222.0,1.0,Dallas,Dry
33,2014-01-28,36,22,0.0,,,,,Dallas,Dry
34,2014-01-29,47,16,0.0,,,,,Dallas,Dry
35,2014-01-30,60,32,0.0,,,,,Dallas,Dry
36,2014-01-31,74,52,0.0,,,,,Dallas,Dry
37,2014-02-01,66,40,0.0,DALLAS (113),1.0,480260.0,1.0,Dallas,Dry
38,2014-02-02,40,30,0.14,,,,,Dallas,Moderate
39,2014-02-03,43,30,0.0,,,,,Dallas,Dry
40,2014-02-04,48,38,0.17,,,,,Dallas,Moderate
41,2014-02-05,38,22,0.0,,,,,Dallas,Dry
42,2014-02-06,25,17,0.05,DALLAS (113),1.0,480293.0,2.0,Dallas,Moderate
43,2014-02-07,32,23,0.001,,,,,Dallas,Light
44,2014-02-08,55,32,0.0,,,,,Dallas,Dry
45,2014-02-09,47,36,0.001,,,,,Dallas,Light
46,2014-02-10,36,30,0.02,DALLAS (113),1.0,480309.0,2.0,Dallas,Light
47,2014-02-11,36,28,0.001,,,,,Dallas,Light
48,2014-02-12,51,30,0.0,,,,,Dallas,Dry
49,2014-02-13,67,30,0.0,DALLAS (113),1.0,480450.0,5.0,Dallas,Dry
50,2014-02-14,72,42,0.0,DALLAS (113),2.0,480441.0,3.0,Dallas,Dry
51,2014-02-15,70,37,0.0,DALLAS (113),1.0,480338.0,2.0,Dallas,Dry
52,2014-02-16,76,45,0.001,DALLAS (113),1.0,480345.0,1.0,Dallas,Light
53,2014-02-16,76,45,0.001,DALLAS (113),1.0,481199.0,2.0,Dallas,Light
54,2014-02-17,75,49,0.0,,,,,Dallas,Dry
55,2014-02-18,82,43,0.0,,,,,Dallas,Dry
56,2014-02-19,70,60,0.001,,,,,Dallas,Light
57,2014-02-20,74,44,0.0,,,,,Dallas,Dry
58,2014-02-21,67,34,0.0,,,,,Dallas,Dry
59,2014-02-22,75,47,0.0,DALLAS (113),1.0,480412.0,1.0,Dallas,Dry
60,2014-02-23,71,48,0.0,DALLAS (113),1.0,480414.0,2.0,Dallas,Dry
61,2014-02-23,71,48,0.0,DALLAS (113),1.0,481232.0,2.0,Dallas,Dry
62,2014-02-24,56,41,0.0,DALLAS (113),2.0,480421.0,1.0,Dallas,Dry
63,2014-02-24,56,41,0.0,DALLAS (113),1.0,480422.0,1.0,Dallas,Dry
64,2014-02-25,55,42,0.03,,,,,Dallas,Light
65,2014-02-26,43,32,0.0,,,,,Dallas,Dry
66,2014-02-27,56,25,0.0,DALLAS (113),1.0,480432.0,2.0,Dallas,Dry
67,2014-02-28,84,44,0.0,,,,,Dallas,Dry
68,2014-03-01,81,46,0.0,DALLAS (113),1.0,480460.0,1.0,Dallas,Dry
69,2014-03-02,71,19,0.09,,,,,Dallas,Moderate
70,2014-03-03,34,16,0.001,DALLAS (113),1.0,480474.0,1.0,Dallas,Light
71,2014-03-04,50,25,0.0,,,,,Dallas,Dry
72,2014-03-05,56,31,0.001,,,,,Dallas,Light
73,2014-03-06,56,41,0.0,DALLAS (113),1.0,480488.0,1.0,Dallas,Dry
74,2014-03-07,67,35,0.0,,,,,Dallas,Dry
75,2014-03-08,56,39,0.01,DALLAS (113),1.0,480508.0,1.0,Dallas,Light
76,2014-03-08,56,39,0.01,DALLAS (113),1.0,480509.0,2.0,Dallas,Light
77,2014-03-09,63,38,0.0,DALLAS (113),1.0,483209.0,1.0,Dallas,Dry
78,2014-03-10,78,41,0.0,DALLAS (113),1.0,480524.0,1.0,Dallas,Dry
79,2014-03-11,86,55,0.0,DALLAS (113),1.0,480531.0,2.0,Dallas,Dry
80,2014-03-12,63,45,0.0,DALLAS (113),1.0,483246.0,1.0,Dallas,Dry
81,2014-03-13,68,34,0.0,DALLAS (113),1.0,480967.0,2.0,Dallas,Dry
82,2014-03-14,73,48,0.0,,,,,Dallas,Dry
83,2014-03-15,68,54,1.29,,,,,Dallas,Heavy
84,2014-03-16,56,42,0.001,DALLAS (113),1.0,480569.0,1.0,Dallas,Light
85,2014-03-17,61,35,0.0,DALLAS (113),1.0,480575.0,1.0,Dallas,Dry
86,2014-03-18,82,51,0.0,DALLAS (113),1.0,480583.0,1.0,Dallas,Dry
87,2014-03-19,66,45,0.0,,,,,Dallas,Dry
88,2014-03-20,72,40,0.0,,,,,Dallas,Dry
89,2014-03-21,82,53,0.0,,,,,Dallas,Dry
90,2014-03-22,67,51,0.001,DALLAS (113),1.0,480605.0,1.0,Dallas,Light
91,2014-03-23,58,43,0.0,DALLAS (113),2.0,480620.0,2.0,Dallas,Dry
92,2014-03-24,67,38,0.0,DALLAS (113),1.0,480704.0,1.0,Dallas,Dry
93,2014-03-25,64,42,0.0,DALLAS (113),1.0,480633.0,1.0,Dallas,Dry
94,2014-03-26,62,44,0.04,,,,,Dallas,Light
95,2014-03-27,82,58,0.02,,,,,Dallas,Light
96,2014-03-28,80,54,0.001,DALLAS (113),1.0,480669.0,2.0,Dallas,Light
97,2014-03-29,74,46,0.0,DALLAS (113),1.0,480676.0,2.0,Dallas,Dry
98,2014-03-29,74,46,0.0,DALLAS (113),2.0,480677.0,5.0,Dallas,Dry
99,2014-03-29,74,46,0.0,DALLAS (113),1.0,480811.0,1.0,Dallas,Dry
100,2014-03-30,79,48,0.0,,,,,Dallas,Dry
101,2014-03-31,81,57,0.0,,,,,Dallas,Dry
102,2014-04-01,84,66,0.0,,,,,Dallas,Dry
103,2014-04-02,83,71,0.0,,,,,Dallas,Dry
104,2014-04-03,84,59,0.09,,,,,Dallas,Moderate
105,2014-04-04,67,45,0.0,,,,,Dallas,Dry
106,2014-04-05,57,49,0.001,,,,,Dallas,Light
107,2014-04-06,53,47,0.6,,,,,Dallas,Heavy
108,2014-04-07,69,47,0.01,,,,,Dallas,Light
109,2014-04-08,72,50,0.0,DALLAS (113),1.0,480763.0,2.0,Dallas,Dry
110,2014-04-09,81,44,0.0,,,,,Dallas,Dry
111,2014-04-10,86,59,0.0,,,,,Dallas,Dry
112,2014-04-11,83,62,0.0,,,,,Dallas,Dry
113,2014-04-12,85,66,0.0,,,,,Dallas,Dry
114,2014-04-13,78,61,0.32,,,,,Dallas,Moderate
115,2014-04-14,61,43,0.001,DALLAS (113),1.0,480814.0,3.0,Dallas,Light
116,2014-04-15,64,35,0.0,DALLAS (113),1.0,480823.0,3.0,Dallas,Dry
117,2014-04-16,69,44,0.0,DALLAS (113),1.0,480827.0,1.0,Dallas,Dry
118,2014-04-16,69,44,0.0,DALLAS (113),1.0,480828.0,1.0,Dallas,Dry
119,2014-04-17,63,49,0.07,DALLAS (113),1.0,480833.0,3.0,Dallas,Moderate
120,2014-04-17,63,49,0.07,DALLAS (113),1.0,480834.0,2.0,Dallas,Moderate
121,2014-04-18,76,55,0.0,DALLAS (113),1.0,480843.0,1.0,Dallas,Dry
122,2014-04-19,79,55,0.0,DALLAS (113),1.0,480851.0,2.0,Dallas,Dry
123,2014-04-20,80,61,0.57,,,,,Dallas,Heavy
124,2014-04-21,83,63,0.001,,,,,Dallas,Light
125,2014-04-22,84,60,0.0,DALLAS (113),1.0,480880.0,1.0,Dallas,Dry
126,2014-04-23,87,60,0.0,,,,,Dallas,Dry
127,2014-04-24,84,63,0.0,DALLAS (113),2.0,480918.0,1.0,Dallas,Dry
128,2014-04-25,84,58,0.0,DALLAS (113),1.0,480920.0,1.0,Dallas,Dry
129,2014-04-26,84,61,0.0,DALLAS (113),1.0,480948.0,2.0,Dallas,Dry
130,2014-04-26,84,61,0.0,DALLAS (113),1.0,480978.0,2.0,Dallas,Dry
131,2014-04-27,91,73,0.08,DALLAS (113),1.0,480927.0,1.0,Dallas,Moderate
132,2014-04-28,83,65,0.0,,,,,Dallas,Dry
133,2014-04-29,76,57,0.0,,,,,Dallas,Dry
134,2014-04-30,68,49,0.0,,,,,Dallas,Dry
135,2014-05-01,75,42,0.0,DALLAS (113),1.0,480983.0,1.0,Dallas,Dry
136,2014-05-02,82,50,0.0,DALLAS (113),1.0,480992.0,1.0,Dallas,Dry
137,2014-05-02,82,50,0.0,DALLAS (113),1.0,480993.0,2.0,Dallas,Dry
138,2014-05-03,90,52,0.0,,,,,Dallas,Dry
139,2014-05-04,96,61,0.0,,,,,Dallas,Dry
140,2014-05-05,92,62,0.0,,,,,Dallas,Dry
141,2014-05-06,89,65,0.0,DALLAS (113),1.0,481028.0,1.0,Dallas,Dry
142,2014-05-07,88,70,0.001,DALLAS (113),1.0,481035.0,2.0,Dallas,Light
143,2014-05-08,78,64,0.51,DALLAS (113),1.0,481045.0,1.0,Dallas,Heavy
144,2014-05-08,78,64,0.51,DALLAS (113),1.0,481046.0,3.0,Dallas,Heavy
145,2014-05-09,89,64,0.0,DALLAS (113),1.0,481053.0,1.0,Dallas,Dry
146,2014-05-09,89,64,0.0,DALLAS (113),1.0,481054.0,2.0,Dallas,Dry
147,2014-05-09,89,64,0.0,DALLAS (113),1.0,481062.0,3.0,Dallas,Dry
148,2014-05-10,89,65,0.0,DALLAS (113),1.0,481060.0,3.0,Dallas,Dry
149,2014-05-11,89,74,0.0,,,,,Dallas,Dry
150,2014-05-12,84,59,0.43,,,,,Dallas,Moderate
151,2014-05-13,71,55,0.26,DALLAS (113),1.0,481080.0,5.0,Dallas,Moderate
152,2014-05-13,71,55,0.26,DALLAS (113),1.0,481146.0,1.0,Dallas,Moderate
153,2014-05-14,74,53,0.03,,,,,Dallas,Light
154,2014-05-15,84,51,0.0,,,,,Dallas,Dry
155,2014-05-16,87,56,0.0,,,,,Dallas,Dry
156,2014-05-17,84,59,0.0,DALLAS (113),1.0,481096.0,1.0,Dallas,Dry
157,2014-05-17,84,59,0.0,DALLAS (113),1.0,481097.0,1.0,Dallas,Dry
158,2014-05-18,85,64,0.0,,,,,Dallas,Dry
159,2014-05-19,88,66,0.0,DALLAS (113),1.0,481113.0,2.0,Dallas,Dry
160,2014-05-20,88,69,0.0,,,,,Dallas,Dry
161,2014-05-21,89,70,0.0,DALLAS (113),1.0,481154.0,1.0,Dallas,Dry
162,2014-05-22,89,69,0.0,DALLAS (113),1.0,481213.0,2.0,Dallas,Dry
163,2014-05-22,89,69,0.0,DALLAS (113),1.0,481214.0,2.0,Dallas,Dry
164,2014-05-23,84,72,0.0,,,,,Dallas,Dry
165,2014-05-24,88,72,0.02,,,,,Dallas,Light
166,2014-05-25,87,70,1.9,DALLAS (113),1.0,481168.0,1.0,Dallas,Very Heavy
167,2014-05-25,87,70,1.9,DALLAS (113),1.0,481169.0,1.0,Dallas,Very Heavy
168,2014-05-26,82,70,0.03,DALLAS (113),1.0,481176.0,1.0,Dallas,Light
169,2014-05-27,79,66,0.21,,,,,Dallas,Moderate
170,2014-05-28,84,65,0.001,DALLAS (113),1.0,481184.0,1.0,Dallas,Light
171,2014-05-29,89,68,0.0,,,,,Dallas,Dry
172,2014-05-30,88,69,0.0,DALLAS (113),1.0,481224.0,2.0,Dallas,Dry
173,2014-05-31,89,71,0.01,,,,,Dallas,Light
174,2014-06-01,92,71,0.0,DALLAS (113),1.0,481241.0,3.0,Dallas,Dry
175,2014-06-02,92,75,0.0,DALLAS (113),1.0,481247.0,1.0,Dallas,Dry
176,2014-06-03,92,75,0.0,,,,,Dallas,Dry
177,2014-06-04,94,76,0.0,,,,,Dallas,Dry
178,2014-06-05,91,75,0.0,,,,,Dallas,Dry
179,2014-06-06,94,75,0.0,DALLAS (113),1.0,481291.0,2.0,Dallas,Dry
180,2014-06-07,96,76,0.0,DALLAS (113),1.0,481279.0,1.0,Dallas,Dry
181,2014-06-08,89,70,0.03,DALLAS (113),1.0,481297.0,1.0,Dallas,Light
182,2014-06-09,81,65,0.85,,,,,Dallas,Heavy
183,2014-06-10,86,67,0.0,,,,,Dallas,Dry
184,2014-06-11,95,65,0.0,DALLAS (113),1.0,481318.0,1.0,Dallas,Dry
185,2014-06-12,85,72,0.08,DALLAS (113),1.0,481387.0,1.0,Dallas,Moderate
186,2014-06-13,90,73,0.0,,,,,Dallas,Dry
187,2014-06-14,92,75,0.0,DALLAS (113),1.0,481338.0,2.0,Dallas,Dry
188,2014-06-15,94,76,0.0,DALLAS (113),1.0,481400.0,2.0,Dallas,Dry
189,2014-06-16,96,76,0.0,DALLAS (113),1.0,481355.0,1.0,Dallas,Dry
190,2014-06-17,95,78,0.0,,,,,Dallas,Dry
191,2014-06-18,96,77,0.01,,,,,Dallas,Light
192,2014-06-19,95,76,0.0,DALLAS (113),2.0,481412.0,2.0,Dallas,Dry
193,2014-06-20,93,77,0.0,,,,,Dallas,Dry
194,2014-06-21,88,78,0.001,,,,,Dallas,Light
195,2014-06-22,82,70,0.59,DALLAS (113),1.0,481422.0,1.0,Dallas,Heavy
196,2014-06-23,88,68,0.62,,,,,Dallas,Heavy
197,2014-06-24,93,71,0.01,,,,,Dallas,Light
198,2014-06-25,86,70,1.07,,,,,Dallas,Heavy
199,2014-06-26,89,70,0.0,,,,,Dallas,Dry
200,2014-06-27,92,74,0.0,,,,,Dallas,Dry
201,2014-06-28,90,77,0.001,,,,,Dallas,Light
202,2014-06-29,94,79,0.0,DALLAS (113),1.0,481490.0,1.0,Dallas,Dry
203,2014-06-30,95,77,0.0,,,,,Dallas,Dry
204,2014-07-01,94,74,0.0,,,,,Dallas,Dry
205,2014-07-02,93,77,0.0,,,,,Dallas,Dry
206,2014-07-03,87,71,0.0,DALLAS (113),1.0,481505.0,1.0,Dallas,Dry
207,2014-07-04,93,74,0.0,,,,,Dallas,Dry
208,2014-07-05,93,73,0.0,,,,,Dallas,Dry
209,2014-07-06,95,74,0.0,,,,,Dallas,Dry
210,2014-07-07,99,76,0.0,DALLAS (113),1.0,481576.0,2.0,Dallas,Dry
211,2014-07-08,98,78,0.0,DALLAS (113),1.0,481543.0,2.0,Dallas,Dry
212,2014-07-09,97,76,0.001,DALLAS (113),1.0,481548.0,1.0,Dallas,Light
213,2014-07-09,97,76,0.001,DALLAS (113),1.0,481549.0,2.0,Dallas,Light
214,2014-07-10,98,78,0.0,,,,,Dallas,Dry
215,2014-07-11,96,74,0.0,DALLAS (113),1.0,481561.0,2.0,Dallas,Dry
216,2014-07-12,99,75,0.0,DALLAS (113),1.0,481588.0,1.0,Dallas,Dry
217,2014-07-12,99,75,0.0,DALLAS (113),1.0,481589.0,1.0,Dallas,Dry
218,2014-07-13,100,77,0.0,DALLAS (113),1.0,481598.0,1.0,Dallas,Dry
219,2014-07-13,100,77,0.0,DALLAS (113),1.0,481599.0,1.0,Dallas,Dry
220,2014-07-14,101,78,0.08,,,,,Dallas,Moderate
221,2014-07-15,94,73,0.0,,,,,Dallas,Dry
222,2014-07-16,92,69,0.03,DALLAS (113),1.0,481617.0,2.0,Dallas,Light
223,2014-07-17,79,68,0.7,,,,,Dallas,Heavy
224,2014-07-18,77,65,0.0,DALLAS (113),1.0,481634.0,1.0,Dallas,Dry
225,2014-07-19,78,68,0.0,,,,,Dallas,Dry
226,2014-07-20,93,65,0.0,DALLAS (113),1.0,481649.0,2.0,Dallas,Dry
227,2014-07-20,93,65,0.0,DALLAS (113),1.0,481650.0,1.0,Dallas,Dry
228,2014-07-20,93,65,0.0,DALLAS (113),1.0,481692.0,1.0,Dallas,Dry
229,2014-07-20,93,65,0.0,DALLAS (113),1.0,481728.0,1.0,Dallas,Dry
230,2014-07-21,98,74,0.0,DALLAS (113),1.0,481657.0,1.0,Dallas,Dry
231,2014-07-22,98,77,0.0,DALLAS (113),1.0,481656.0,1.0,Dallas,Dry
232,2014-07-23,97,76,0.001,DALLAS (113),1.0,481731.0,2.0,Dallas,Light
233,2014-07-23,97,76,0.001,DALLAS (113),1.0,481732.0,1.0,Dallas,Light
234,2014-07-24,97,74,0.0,,,,,Dallas,Dry
235,2014-07-25,100,74,0.0,DALLAS (113),2.0,481696.0,2.0,Dallas,Dry
236,2014-07-26,102,78,0.0,,,,,Dallas,Dry
237,2014-07-27,103,80,0.0,,,,,Dallas,Dry
238,2014-07-28,96,78,0.0,,,,,Dallas,Dry
239,2014-07-29,85,73,0.001,,,,,Dallas,Light
240,2014-07-30,91,73,0.17,DALLAS (113),1.0,481746.0,1.0,Dallas,Moderate
241,2014-07-31,81,71,0.001,,,,,Dallas,Light
242,2014-08-01,83,70,0.001,DALLAS (113),1.0,481761.0,2.0,Dallas,Light
243,2014-08-02,90,67,0.0,DALLAS (113),1.0,481772.0,1.0,Dallas,Dry
244,2014-08-03,93,73,0.0,,,,,Dallas,Dry
245,2014-08-04,95,74,0.0,DALLAS (113),1.0,481791.0,3.0,Dallas,Dry
246,2014-08-05,98,74,1.08,DALLAS (113),1.0,481799.0,1.0,Dallas,Heavy
247,2014-08-06,100,79,0.0,,,,,Dallas,Dry
248,2014-08-07,102,80,0.0,,,,,Dallas,Dry
249,2014-08-08,104,81,0.0,,,,,Dallas,Dry
250,2014-08-09,102,79,0.0,DALLAS (113),1.0,481833.0,1.0,Dallas,Dry
251,2014-08-10,101,80,0.01,,,,,Dallas,Light
252,2014-08-11,95,79,0.0,,,,,Dallas,Dry
253,2014-08-12,93,76,0.0,,,,,Dallas,Dry
254,2014-08-13,95,71,0.0,,,,,Dallas,Dry
255,2014-08-14,95,72,0.0,,,,,Dallas,Dry
256,2014-08-15,100,75,0.0,,,,,Dallas,Dry
257,2014-08-16,101,81,0.02,,,,,Dallas,Light
258,2014-08-17,90,70,2.83,DALLAS (113),1.0,481887.0,1.0,Dallas,Very Heavy
259,2014-08-18,92,74,0.001,,,,,Dallas,Light
260,2014-08-19,94,76,0.0,DALLAS (113),1.0,481896.0,1.0,Dallas,Dry
261,2014-08-20,97,79,0.0,,,,,Dallas,Dry
262,2014-08-21,99,79,0.0,,,,,Dallas,Dry
263,2014-08-22,100,80,0.0,,,,,Dallas,Dry
264,2014-08-23,99,78,0.0,,,,,Dallas,Dry
265,2014-08-24,99,79,0.0,DALLAS (113),1.0,482008.0,1.0,Dallas,Dry
266,2014-08-25,100,78,0.0,,,,,Dallas,Dry
267,2014-08-26,97,78,0.0,DALLAS (113),1.0,481955.0,1.0,Dallas,Dry
268,2014-08-26,97,78,0.0,DALLAS (113),1.0,481956.0,1.0,Dallas,Dry
269,2014-08-27,95,77,0.0,,,,,Dallas,Dry
270,2014-08-28,96,74,0.0,DALLAS (113),1.0,481963.0,2.0,Dallas,Dry
271,2014-08-29,94,71,0.4,DALLAS (113),1.0,481965.0,2.0,Dallas,Moderate
272,2014-08-30,94,76,0.0,DALLAS (113),1.0,482012.0,1.0,Dallas,Dry
273,2014-08-31,95,76,0.0,DALLAS (113),6.0,481973.0,1.0,Dallas,Dry
274,2014-08-31,95,76,0.0,DALLAS (113),1.0,483258.0,1.0,Dallas,Dry
275,2014-09-01,97,78,0.0,DALLAS (113),1.0,482017.0,2.0,Dallas,Dry
276,2014-09-02,97,79,0.0,DALLAS (113),1.0,482025.0,1.0,Dallas,Dry
277,2014-09-03,97,78,0.0,,,,,Dallas,Dry
278,2014-09-04,97,78,0.0,DALLAS (113),1.0,482046.0,1.0,Dallas,Dry
279,2014-09-05,96,76,0.0,,,,,Dallas,Dry
280,2014-09-06,96,74,0.001,DALLAS (113),1.0,482059.0,1.0,Dallas,Light
281,2014-09-07,89,72,0.0,DALLAS (113),1.0,482068.0,2.0,Dallas,Dry
282,2014-09-08,95,73,0.0,,,,,Dallas,Dry
283,2014-09-09,98,78,0.0,DALLAS (113),1.0,482082.0,2.0,Dallas,Dry
284,2014-09-10,101,79,0.0,DALLAS (113),1.0,482087.0,1.0,Dallas,Dry
285,2014-09-10,101,79,0.0,DALLAS (113),1.0,482088.0,1.0,Dallas,Dry
286,2014-09-11,87,73,0.02,,,,,Dallas,Light
287,2014-09-12,73,59,0.04,DALLAS (113),1.0,482101.0,1.0,Dallas,Light
288,2014-09-13,71,56,0.001,,,,,Dallas,Light
289,2014-09-14,79,63,0.0,DALLAS (113),1.0,482119.0,2.0,Dallas,Dry
290,2014-09-15,86,71,0.001,DALLAS (113),1.0,482125.0,2.0,Dallas,Light
291,2014-09-16,92,75,0.0,DALLAS (113),1.0,482254.0,1.0,Dallas,Dry
292,2014-09-17,95,73,0.001,,,,,Dallas,Light
293,2014-09-18,89,73,0.0,,,,,Dallas,Dry
294,2014-09-19,89,68,0.001,DALLAS (113),1.0,482157.0,1.0,Dallas,Light
295,2014-09-20,92,72,0.0,DALLAS (113),1.0,482168.0,1.0,Dallas,Dry
296,2014-09-21,95,71,0.0,DALLAS (113),1.0,482171.0,2.0,Dallas,Dry
297,2014-09-22,88,70,0.0,,,,,Dallas,Dry
298,2014-09-23,84,63,0.0,DALLAS (113),1.0,482194.0,1.0,Dallas,Dry
299,2014-09-24,88,60,0.0,DALLAS (113),1.0,482199.0,1.0,Dallas,Dry
300,2014-09-24,88,60,0.0,DALLAS (113),1.0,482275.0,1.0,Dallas,Dry
301,2014-09-25,87,63,0.0,DALLAS (113),1.0,482204.0,1.0,Dallas,Dry
302,2014-09-26,87,66,0.0,DALLAS (113),1.0,482212.0,1.0,Dallas,Dry
303,2014-09-26,87,66,0.0,DALLAS (113),1.0,482276.0,2.0,Dallas,Dry
304,2014-09-27,88,68,0.0,,,,,Dallas,Dry
305,2014-09-28,89,66,0.0,,,,,Dallas,Dry
306,2014-09-29,90,67,0.0,DALLAS (113),1.0,482240.0,1.0,Dallas,Dry
307,2014-09-30,92,70,0.0,DALLAS (113),1.0,482245.0,1.0,Dallas,Dry
308,2014-10-01,93,74,0.0,,,,,Dallas,Dry
309,2014-10-02,95,67,0.32,,,,,Dallas,Moderate
310,2014-10-03,82,59,0.0,DALLAS (113),1.0,482301.0,2.0,Dallas,Dry
311,2014-10-04,79,50,0.0,,,,,Dallas,Dry
312,2014-10-05,86,57,0.0,DALLAS (113),1.0,482320.0,1.0,Dallas,Dry
313,2014-10-06,85,67,0.03,,,,,Dallas,Light
314,2014-10-07,98,68,0.0,DALLAS (113),1.0,482348.0,2.0,Dallas,Dry
315,2014-10-08,91,73,0.0,,,,,Dallas,Dry
316,2014-10-09,94,76,0.0,,,,,Dallas,Dry
317,2014-10-10,92,64,0.31,,,,,Dallas,Moderate
318,2014-10-11,66,57,0.13,,,,,Dallas,Moderate
319,2014-10-12,75,52,0.001,DALLAS (113),1.0,482390.0,1.0,Dallas,Light
320,2014-10-12,75,52,0.001,DALLAS (113),1.0,482391.0,1.0,Dallas,Light
321,2014-10-13,75,59,1.29,,,,,Dallas,Heavy
322,2014-10-14,77,56,0.0,,,,,Dallas,Dry
323,2014-10-15,83,51,0.0,,,,,Dallas,Dry
324,2014-10-16,89,54,0.0,DALLAS (113),1.0,482407.0,2.0,Dallas,Dry
325,2014-10-17,86,58,0.0,,,,,Dallas,Dry
326,2014-10-18,82,61,0.0,DALLAS (113),1.0,482464.0,1.0,Dallas,Dry
327,2014-10-19,76,58,0.0,DALLAS (113),1.0,482468.0,1.0,Dallas,Dry
328,2014-10-20,82,58,0.0,,,,,Dallas,Dry
329,2014-10-21,82,59,0.0,,,,,Dallas,Dry
330,2014-10-22,80,61,0.0,DALLAS (113),1.0,482478.0,1.0,Dallas,Dry
331,2014-10-22,80,61,0.0,DALLAS (113),1.0,482479.0,2.0,Dallas,Dry
332,2014-10-23,79,63,0.01,,,,,Dallas,Light
333,2014-10-24,84,60,0.0,DALLAS (113),1.0,482661.0,1.0,Dallas,Dry
334,2014-10-25,88,64,0.0,DALLAS (113),1.0,482496.0,2.0,Dallas,Dry
335,2014-10-25,88,64,0.0,DALLAS (113),1.0,482497.0,2.0,Dallas,Dry
336,2014-10-26,88,63,0.0,DALLAS (113),1.0,482507.0,2.0,Dallas,Dry
337,2014-10-27,85,66,0.0,DALLAS (113),1.0,482513.0,2.0,Dallas,Dry
338,2014-10-27,85,66,0.0,DALLAS (113),1.0,482557.0,1.0,Dallas,Dry
339,2014-10-28,77,64,0.001,DALLAS (113),1.0,482564.0,2.0,Dallas,Light
340,2014-10-29,76,54,0.0,,,,,Dallas,Dry
341,2014-10-30,78,52,0.001,,,,,Dallas,Light
342,2014-10-31,67,47,0.0,,,,,Dallas,Dry
343,2014-11-01,62,37,0.0,DALLAS (113),1.0,482598.0,1.0,Dallas,Dry
344,2014-11-01,62,37,0.0,DALLAS (113),1.0,482599.0,1.0,Dallas,Dry
345,2014-11-01,62,37,0.0,DALLAS (113),1.0,482600.0,1.0,Dallas,Dry
346,2014-11-02,68,46,0.0,,,,,Dallas,Dry
347,2014-11-03,76,54,0.0,,,,,Dallas,Dry
348,2014-11-04,70,52,1.24,DALLAS (113),1.0,482784.0,1.0,Dallas,Heavy
349,2014-11-05,56,50,0.17,,,,,Dallas,Moderate
350,2014-11-06,70,43,0.0,,,,,Dallas,Dry
351,2014-11-07,67,42,0.0,,,,,Dallas,Dry
352,2014-11-08,70,46,0.0,DALLAS (113),2.0,482647.0,2.0,Dallas,Dry
353,2014-11-09,73,39,0.0,DALLAS (113),1.0,482664.0,1.0,Dallas,Dry
354,2014-11-10,79,51,0.0,,,,,Dallas,Dry
355,2014-11-11,66,38,0.001,,,,,Dallas,Light
356,2014-11-12,40,31,0.0,DALLAS (113),1.0,482686.0,2.0,Dallas,Dry
357,2014-11-13,38,28,0.001,DALLAS (113),1.0,482691.0,1.0,Dallas,Light
358,2014-11-14,40,25,0.0,DALLAS (113),1.0,482792.0,2.0,Dallas,Dry
