,Date,MaxTemp,MinTemp,Precipitation,County,Deaths,Case,Vehicles,City,Category
5092,2015-08-24,97,79,0.0,HARRIS (201),1.0,481965.0,1.0,Houston,Dry
5093,2015-08-25,94,73,0.18,HARRIS (201),1.0,481968.0,3.0,Houston,Moderate
5094,2015-08-25,94,73,0.18,HARRIS (201),1.0,481996.0,2.0,Houston,Moderate
5095,2015-08-26,90,71,0.0,HARRIS (201),1.0,481970.0,2.0,Houston,Dry
5096,2015-08-26,90,71,0.0,HARRIS (201),1.0,482001.0,1.0,Houston,Dry
5097,2015-08-27,93,69,0.0,HARRIS (201),1.0,481972.0,1.0,Houston,Dry
5098,2015-08-28,92,70,0.0,HARRIS (201),1.0,481974.0,2.0,Houston,Dry
5099,2015-08-28,92,70,0.0,HARRIS (201),1.0,482005.0,2.0,Houston,Dry
5100,2015-08-29,90,69,0.0,HARRIS (201),1.0,482011.0,1.0,Houston,Dry
5101,2015-08-29,90,69,0.0,HARRIS (201),1.0,482012.0,2.0,Houston,Dry
5102,2015-08-30,91,69,0.0,,,,,Houston,Dry
5103,2015-08-31,89,71,0.0,HARRIS (201),2.0,482025.0,4.0,Houston,Dry
5104,2015-08-31,89,71,0.0,HARRIS (201),1.0,482102.0,1.0,Houston,Dry
5105,2015-09-01,81,72,0.001,HARRIS (201),2.0,482029.0,4.0,Houston,Light
5106,2015-09-02,89,73,0.02,HARRIS (201),1.0,482033.0,1.0,Houston,Light
5107,2015-09-02,89,73,0.02,HARRIS (201),1.0,482353.0,2.0,Houston,Light
5108,2015-09-03,92,73,0.0,HARRIS (201),1.0,482041.0,1.0,Houston,Dry
5109,2015-09-04,91,74,0.29,,,,,Houston,Moderate
5110,2015-09-05,91,74,1.07,,,,,Houston,Heavy
5111,2015-09-06,96,75,0.0,,,,,Houston,Dry
5112,2015-09-07,94,76,0.0,HARRIS (201),1.0,482071.0,1.0,Houston,Dry
5113,2015-09-08,92,74,0.21,HARRIS (201),1.0,482073.0,2.0,Houston,Moderate
5114,2015-09-09,91,74,0.001,HARRIS (201),1.0,482075.0,1.0,Houston,Light
5115,2015-09-09,91,74,0.001,HARRIS (201),1.0,482076.0,2.0,Houston,Light
5116,2015-09-10,89,74,0.04,,,,,Houston,Light
5117,2015-09-11,80,73,0.75,HARRIS (201),1.0,482079.0,1.0,Houston,Heavy
5118,2015-09-11,80,73,0.75,HARRIS (201),1.0,482113.0,2.0,Houston,Heavy
5119,2015-09-12,88,66,0.01,HARRIS (201),1.0,482117.0,2.0,Houston,Light
5120,2015-09-13,84,59,0.0,,,,,Houston,Dry
5121,2015-09-14,85,59,0.0,,,,,Houston,Dry
5122,2015-09-15,91,71,0.001,HARRIS (201),2.0,482125.0,2.0,Houston,Light
5123,2015-09-16,91,73,0.001,HARRIS (201),1.0,482091.0,1.0,Houston,Light
5124,2015-09-17,92,71,0.0,HARRIS (201),1.0,482164.0,1.0,Houston,Dry
5125,2015-09-18,91,69,0.0,HARRIS (201),1.0,482133.0,2.0,Houston,Dry
5126,2015-09-19,91,68,0.0,HARRIS (201),1.0,482139.0,1.0,Houston,Dry
5127,2015-09-19,91,68,0.0,HARRIS (201),1.0,482545.0,2.0,Houston,Dry
5128,2015-09-20,92,70,0.0,HARRIS (201),2.0,482143.0,2.0,Houston,Dry
5129,2015-09-20,92,70,0.0,HARRIS (201),1.0,482171.0,2.0,Houston,Dry
5130,2015-09-20,92,70,0.0,HARRIS (201),2.0,482263.0,6.0,Houston,Dry
5131,2015-09-21,92,73,0.001,HARRIS (201),1.0,482176.0,2.0,Houston,Light
5132,2015-09-22,92,72,0.0,HARRIS (201),1.0,482557.0,1.0,Houston,Dry
5133,2015-09-23,93,68,0.0,HARRIS (201),1.0,482182.0,2.0,Houston,Dry
5134,2015-09-24,90,67,0.0,,,,,Houston,Dry
5135,2015-09-25,93,71,0.0,,,,,Houston,Dry
5136,2015-09-26,94,68,0.0,HARRIS (201),1.0,482356.0,2.0,Houston,Dry
5137,2015-09-27,78,69,0.08,HARRIS (201),1.0,482200.0,1.0,Houston,Moderate
5138,2015-09-27,78,69,0.08,HARRIS (201),1.0,482357.0,1.0,Houston,Moderate
5139,2015-09-28,76,70,0.12,,,,,Houston,Moderate
5140,2015-09-29,90,69,0.001,HARRIS (201),1.0,482250.0,1.0,Houston,Light
5141,2015-09-30,92,70,0.0,HARRIS (201),1.0,482276.0,2.0,Houston,Dry
5142,2015-09-30,92,70,0.0,HARRIS (201),1.0,482458.0,1.0,Houston,Dry
5143,2015-10-01,90,68,0.0,,,,,Houston,Dry
5144,2015-10-02,84,60,0.0,,,,,Houston,Dry
5145,2015-10-03,84,55,0.0,HARRIS (201),1.0,482559.0,2.0,Houston,Dry
5146,2015-10-04,84,56,0.0,HARRIS (201),1.0,482459.0,3.0,Houston,Dry
5147,2015-10-05,86,57,0.0,HARRIS (201),1.0,482317.0,2.0,Houston,Dry
5148,2015-10-05,86,57,0.0,HARRIS (201),1.0,482318.0,1.0,Houston,Dry
5149,2015-10-05,86,57,0.0,HARRIS (201),1.0,482319.0,2.0,Houston,Dry
5150,2015-10-05,86,57,0.0,HARRIS (201),1.0,482366.0,1.0,Houston,Dry
5151,2015-10-06,89,65,0.0,HARRIS (201),1.0,482326.0,2.0,Houston,Dry
5152,2015-10-07,91,66,0.0,HARRIS (201),1.0,482334.0,3.0,Houston,Dry
5153,2015-10-08,87,69,0.0,,,,,Houston,Dry
5154,2015-10-09,90,68,0.0,HARRIS (201),1.0,482424.0,1.0,Houston,Dry
5155,2015-10-10,90,64,0.0,,,,,Houston,Dry
5156,2015-10-11,90,60,0.0,HARRIS (201),1.0,482348.0,1.0,Houston,Dry
5157,2015-10-12,92,68,0.0,HARRIS (201),1.0,482350.0,2.0,Houston,Dry
5158,2015-10-12,92,68,0.0,HARRIS (201),1.0,482389.0,4.0,Houston,Dry
5159,2015-10-12,92,68,0.0,HARRIS (201),1.0,482428.0,2.0,Houston,Dry
5160,2015-10-13,95,64,0.001,,,,,Houston,Light
5161,2015-10-14,92,56,0.0,,,,,Houston,Dry
5162,2015-10-15,92,57,0.0,HARRIS (201),1.0,482436.0,2.0,Houston,Dry
5163,2015-10-16,91,59,0.0,HARRIS (201),1.0,482472.0,1.0,Houston,Dry
5164,2015-10-17,84,59,0.0,HARRIS (201),1.0,482507.0,2.0,Houston,Dry
5165,2015-10-18,82,52,0.0,HARRIS (201),1.0,482475.0,1.0,Houston,Dry
5166,2015-10-18,82,52,0.0,HARRIS (201),1.0,482590.0,1.0,Houston,Dry
5167,2015-10-19,81,51,0.0,,,,,Houston,Dry
5168,2015-10-20,77,58,0.02,HARRIS (201),1.0,482480.0,1.0,Houston,Light
5169,2015-10-21,85,67,0.0,HARRIS (201),1.0,482726.0,2.0,Houston,Dry
5170,2015-10-22,86,71,0.02,HARRIS (201),1.0,482485.0,1.0,Houston,Light
5171,2015-10-22,86,71,0.02,HARRIS (201),1.0,482513.0,1.0,Houston,Light
5172,2015-10-23,85,76,0.01,,,,,Houston,Light
5173,2015-10-24,77,67,5.54,HARRIS (201),1.0,482491.0,1.0,Houston,Very Heavy
5174,2015-10-25,68,60,2.03,,,,,Houston,Very Heavy
5175,2015-10-26,72,61,0.01,HARRIS (201),1.0,482518.0,2.0,Houston,Light
5176,2015-10-26,72,61,0.01,HARRIS (201),1.0,482571.0,2.0,Houston,Light
5177,2015-10-27,80,61,0.0,,,,,Houston,Dry
5178,2015-10-28,86,58,0.0,,,,,Houston,Dry
5179,2015-10-29,80,53,0.0,HARRIS (201),1.0,482539.0,2.0,Houston,Dry
5180,2015-10-29,80,53,0.0,HARRIS (201),1.0,482540.0,1.0,Houston,Dry
5181,2015-10-29,80,53,0.0,HARRIS (201),1.0,482687.0,1.0,Houston,Dry
5182,2015-10-30,79,67,0.28,HARRIS (201),1.0,482728.0,1.0,Houston,Moderate
5183,2015-10-31,76,67,5.14,HARRIS (201),1.0,482543.0,1.0,Houston,Very Heavy
5184,2015-10-31,76,67,5.14,HARRIS (201),1.0,482842.0,1.0,Houston,Very Heavy
5185,2015-11-01,69,63,0.34,HARRIS (201),1.0,482613.0,2.0,Houston,Moderate
5186,2015-11-02,76,60,0.0,,,,,Houston,Dry
5187,2015-11-03,77,58,0.0,HARRIS (201),1.0,482629.0,1.0,Houston,Dry
5188,2015-11-04,79,60,0.0,,,,,Houston,Dry
5189,2015-11-05,83,66,0.0,HARRIS (201),1.0,482731.0,2.0,Houston,Dry
5190,2015-11-06,83,67,0.001,,,,,Houston,Light
5191,2015-11-07,72,55,0.26,,,,,Houston,Moderate
5192,2015-11-08,72,52,0.0,HARRIS (201),1.0,482657.0,2.0,Houston,Dry
5193,2015-11-09,74,51,0.0,HARRIS (201),1.0,482663.0,1.0,Houston,Dry
5194,2015-11-10,75,55,0.0,HARRIS (201),1.0,482670.0,1.0,Houston,Dry
5195,2015-11-11,84,65,0.06,,,,,Houston,Moderate
5196,2015-11-12,74,57,0.001,HARRIS (201),1.0,482735.0,1.0,Houston,Light
5197,2015-11-13,67,51,0.001,HARRIS (201),1.0,482675.0,1.0,Houston,Light
5198,2015-11-13,67,51,0.001,HARRIS (201),1.0,482737.0,6.0,Houston,Light
5199,2015-11-13,67,51,0.001,HARRIS (201),1.0,482738.0,1.0,Houston,Light
5200,2015-11-14,70,51,0.0,,,,,Houston,Dry
5201,2015-11-15,74,50,0.0,HARRIS (201),1.0,482681.0,1.0,Houston,Dry
5202,2015-11-15,74,50,0.0,HARRIS (201),1.0,482706.0,1.0,Houston,Dry
5203,2015-11-16,80,61,0.0,HARRIS (201),1.0,482683.0,1.0,Houston,Dry
5204,2015-11-16,80,61,0.0,HARRIS (201),1.0,482746.0,1.0,Houston,Dry
5205,2015-11-16,80,61,0.0,HARRIS (201),1.0,482751.0,1.0,Houston,Dry
5206,2015-11-17,78,52,1.81,,,,,Houston,Very Heavy
5207,2015-11-18,72,49,0.0,HARRIS (201),1.0,482697.0,1.0,Houston,Dry
5208,2015-11-19,79,49,0.0,HARRIS (201),2.0,482717.0,2.0,Houston,Dry
5209,2015-11-20,73,50,0.0,,,,,Houston,Dry
5210,2015-11-21,68,44,0.2,,,,,Houston,Moderate
5211,2015-11-22,56,36,0.0,HARRIS (201),2.0,482778.0,1.0,Houston,Dry
5212,2015-11-22,56,36,0.0,HARRIS (201),1.0,482819.0,1.0,Houston,Dry
5213,2015-11-23,62,35,0.0,,,,,Houston,Dry
5214,2015-11-24,67,43,0.0,HARRIS (201),1.0,482784.0,1.0,Houston,Dry
5215,2015-11-24,67,43,0.0,HARRIS (201),1.0,482785.0,2.0,Houston,Dry
5216,2015-11-24,67,43,0.0,HARRIS (201),1.0,482825.0,1.0,Houston,Dry
5217,2015-11-25,76,54,0.0,,,,,Houston,Dry
5218,2015-11-26,77,66,0.001,HARRIS (201),1.0,482790.0,1.0,Houston,Light
5219,2015-11-27,76,69,0.13,,,,,Houston,Moderate
5220,2015-11-28,68,47,0.93,,,,,Houston,Heavy
5221,2015-11-29,52,47,0.07,HARRIS (201),1.0,482861.0,1.0,Houston,Moderate
5222,2015-11-30,61,51,0.0,HARRIS (201),1.0,482837.0,1.0,Houston,Dry
5223,2015-11-30,61,51,0.0,HARRIS (201),1.0,482838.0,1.0,Houston,Dry
5224,2015-12-01,57,50,0.02,HARRIS (201),1.0,482873.0,1.0,Houston,Light
5225,2015-12-02,61,46,0.0,HARRIS (201),1.0,482881.0,2.0,Houston,Dry
5226,2015-12-03,62,40,0.0,HARRIS (201),1.0,482892.0,2.0,Houston,Dry
5227,2015-12-03,62,40,0.0,HARRIS (201),1.0,482893.0,1.0,Houston,Dry
5228,2015-12-03,62,40,0.0,HARRIS (201),1.0,482894.0,1.0,Houston,Dry
5229,2015-12-04,61,38,0.0,,,,,Houston,Dry
5230,2015-12-05,66,37,0.0,HARRIS (201),1.0,482912.0,1.0,Houston,Dry
5231,2015-12-05,66,37,0.0,HARRIS (201),1.0,482913.0,3.0,Houston,Dry
5232,2015-12-05,66,37,0.0,HARRIS (201),1.0,482914.0,1.0,Houston,Dry
5233,2015-12-06,70,39,0.0,HARRIS (201),1.0,482922.0,1.0,Houston,Dry
5234,2015-12-06,70,39,0.0,HARRIS (201),1.0,482923.0,2.0,Houston,Dry
5235,2015-12-06,70,39,0.0,HARRIS (201),1.0,482924.0,1.0,Houston,Dry
5236,2015-12-07,70,45,0.0,,,,,Houston,Dry
5237,2015-12-08,72,42,0.0,,,,,Houston,Dry
5238,2015-12-09,75,49,0.0,,,,,Houston,Dry
5239,2015-12-10,78,51,0.0,HARRIS (201),1.0,482952.0,1.0,Houston,Dry
5240,2015-12-11,81,71,0.0,HARRIS (201),1.0,482958.0,1.0,Houston,Dry
5241,2015-12-11,81,71,0.0,HARRIS (201),1.0,482959.0,1.0,Houston,Dry
5242,2015-12-12,77,71,0.04,HARRIS (201),1.0,482973.0,1.0,Houston,Light
5243,2015-12-13,74,49,2.1,,,,,Houston,Very Heavy
5244,2015-12-14,72,49,0.0,HARRIS (201),1.0,482993.0,1.0,Houston,Dry
5245,2015-12-15,77,48,0.02,,,,,Houston,Light
5246,2015-12-16,70,50,1.3,,,,,Houston,Heavy
5247,2015-12-17,63,42,0.0,HARRIS (201),1.0,483006.0,1.0,Houston,Dry
5248,2015-12-18,61,40,0.0,,,,,Houston,Dry
5249,2015-12-19,63,38,0.0,HARRIS (201),1.0,483011.0,2.0,Houston,Dry
5250,2015-12-19,63,38,0.0,HARRIS (201),1.0,483012.0,1.0,Houston,Dry
5251,2015-12-20,69,46,0.0,,,,,Houston,Dry
5252,2015-12-21,74,61,0.3,HARRIS (201),1.0,483020.0,2.0,Houston,Moderate
5253,2015-12-21,74,61,0.3,HARRIS (201),1.0,483021.0,2.0,Houston,Moderate
5254,2015-12-21,74,61,0.3,HARRIS (201),1.0,483065.0,1.0,Houston,Moderate
5255,2015-12-22,72,55,0.01,,,,,Houston,Light
5256,2015-12-23,81,58,0.001,,,,,Houston,Light
5257,2015-12-24,79,56,0.0,HARRIS (201),1.0,483120.0,2.0,Houston,Dry
5258,2015-12-25,83,73,0.01,HARRIS (201),1.0,483083.0,1.0,Houston,Light
5259,2015-12-25,83,73,0.01,HARRIS (201),1.0,483121.0,1.0,Houston,Light
5260,2015-12-26,80,73,0.06,HARRIS (201),1.0,483089.0,1.0,Houston,Moderate
5261,2015-12-26,80,73,0.06,HARRIS (201),1.0,483090.0,3.0,Houston,Moderate
5262,2015-12-26,80,73,0.06,HARRIS (201),1.0,483091.0,1.0,Houston,Moderate
5263,2015-12-27,78,46,1.33,HARRIS (201),2.0,483125.0,4.0,Houston,Heavy
5264,2015-12-28,51,40,0.01,,,,,Houston,Light
5265,2015-12-29,52,41,0.001,,,,,Houston,Light
5266,2015-12-30,57,48,0.01,HARRIS (201),1.0,483039.0,2.0,Houston,Light
5267,2015-12-31,55,47,0.001,HARRIS (201),2.0,483098.0,2.0,Houston,Light
5268,2015-12-31,55,47,0.001,HARRIS (201),1.0,483132.0,2.0,Houston,Light
5269,2016-01-01,51,45,0.001,HARRIS (201),1.0,480003.0,1.0,Houston,Light
5270,2016-01-02,51,45,0.001,HARRIS (201),1.0,480013.0,1.0,Houston,Light
5271,2016-01-02,51,45,0.001,HARRIS (201),1.0,480097.0,1.0,Houston,Light
5272,2016-01-03,62,43,0.07,HARRIS (201),1.0,480017.0,2.0,Houston,Moderate
5273,2016-01-03,62,43,0.07,HARRIS (201),1.0,480018.0,1.0,Houston,Moderate
5274,2016-01-03,62,43,0.07,HARRIS (201),1.0,480019.0,1.0,Houston,Moderate
5275,2016-01-04,62,38,0.0,HARRIS (201),1.0,480026.0,2.0,Houston,Dry
5276,2016-01-04,62,38,0.0,HARRIS (201),1.0,480100.0,2.0,Houston,Dry
5277,2016-01-05,55,34,0.0,,,,,Houston,Dry
5278,2016-01-06,58,40,1.4,,,,,Houston,Heavy
5279,2016-01-07,69,51,0.19,HARRIS (201),1.0,480046.0,1.0,Houston,Moderate
5280,2016-01-08,68,50,0.06,HARRIS (201),1.0,480057.0,1.0,Houston,Moderate
5281,2016-01-09,62,42,0.001,HARRIS (201),1.0,480062.0,1.0,Houston,Light
5282,2016-01-09,62,42,0.001,HARRIS (201),1.0,480063.0,2.0,Houston,Light
5283,2016-01-10,52,37,0.0,HARRIS (201),1.0,480067.0,1.0,Houston,Dry
5284,2016-01-10,52,37,0.0,HARRIS (201),1.0,480109.0,1.0,Houston,Dry
5285,2016-01-11,56,32,0.0,HARRIS (201),1.0,480073.0,1.0,Houston,Dry
5286,2016-01-12,62,35,0.0,HARRIS (201),1.0,480078.0,1.0,Houston,Dry
5287,2016-01-13,64,36,0.0,,,,,Houston,Dry
5288,2016-01-14,65,44,0.0,HARRIS (201),1.0,480169.0,1.0,Houston,Dry
5289,2016-01-15,72,45,0.0,HARRIS (201),1.0,480086.0,2.0,Houston,Dry
5290,2016-01-15,72,45,0.0,HARRIS (201),2.0,480119.0,2.0,Houston,Dry
5291,2016-01-16,60,42,0.17,HARRIS (201),1.0,480088.0,1.0,Houston,Moderate
5292,2016-01-16,60,42,0.17,HARRIS (201),1.0,480122.0,3.0,Houston,Moderate
5293,2016-01-17,57,36,0.0,HARRIS (201),1.0,480091.0,1.0,Houston,Dry
5294,2016-01-17,57,36,0.0,HARRIS (201),1.0,480092.0,2.0,Houston,Dry
5295,2016-01-17,57,36,0.0,HARRIS (201),1.0,480126.0,1.0,Houston,Dry
5296,2016-01-18,61,36,0.0,HARRIS (201),1.0,480093.0,1.0,Houston,Dry
5297,2016-01-19,68,39,0.0,,,,,Houston,Dry
5298,2016-01-20,65,46,0.0,HARRIS (201),1.0,480594.0,1.0,Houston,Dry
5299,2016-01-21,74,44,0.001,HARRIS (201),2.0,480175.0,1.0,Houston,Light
5300,2016-01-22,53,38,0.0,,,,,Houston,Dry
5301,2016-01-23,55,33,0.0,HARRIS (201),1.0,480182.0,2.0,Houston,Dry
5302,2016-01-23,55,33,0.0,HARRIS (201),1.0,480183.0,1.0,Houston,Dry
5303,2016-01-24,67,33,0.0,HARRIS (201),1.0,480154.0,1.0,Houston,Dry
5304,2016-01-24,67,33,0.0,HARRIS (201),1.0,480185.0,1.0,Houston,Dry
5305,2016-01-25,74,53,0.01,HARRIS (201),1.0,480229.0,1.0,Houston,Light
5306,2016-01-26,63,49,0.26,HARRIS (201),1.0,480159.0,2.0,Houston,Moderate
5307,2016-01-26,63,49,0.26,HARRIS (201),1.0,480191.0,2.0,Houston,Moderate
5308,2016-01-27,58,42,0.0,HARRIS (201),1.0,480233.0,1.0,Houston,Dry
5309,2016-01-28,65,32,0.0,,,,,Houston,Dry
5310,2016-01-29,74,39,0.0,HARRIS (201),1.0,480204.0,1.0,Houston,Dry
5311,2016-01-29,74,39,0.0,HARRIS (201),1.0,480205.0,1.0,Houston,Dry
5312,2016-01-29,74,39,0.0,HARRIS (201),1.0,480235.0,1.0,Houston,Dry
5313,2016-01-30,75,48,0.0,HARRIS (201),1.0,480216.0,1.0,Houston,Dry
5314,2016-01-30,75,48,0.0,HARRIS (201),1.0,480217.0,1.0,Houston,Dry
5315,2016-01-30,75,48,0.0,HARRIS (201),1.0,480218.0,1.0,Houston,Dry
5316,2016-01-30,75,48,0.0,HARRIS (201),1.0,480219.0,1.0,Houston,Dry
5317,2016-01-31,79,62,0.0,,,,,Houston,Dry
5318,2016-02-01,77,64,0.0,,,,,Houston,Dry
5319,2016-02-02,74,49,0.0,HARRIS (201),1.0,480249.0,1.0,Houston,Dry
5320,2016-02-02,74,49,0.0,HARRIS (201),1.0,480250.0,1.0,Houston,Dry
5321,2016-02-03,61,44,0.0,,,,,Houston,Dry
5322,2016-02-04,59,38,0.0,HARRIS (201),1.0,480261.0,1.0,Houston,Dry
5323,2016-02-05,59,33,0.0,HARRIS (201),1.0,480268.0,1.0,Houston,Dry
5324,2016-02-06,60,41,0.15,HARRIS (201),1.0,480274.0,1.0,Houston,Moderate
5325,2016-02-06,60,41,0.15,HARRIS (201),1.0,480275.0,1.0,Houston,Moderate
5326,2016-02-07,66,34,0.0,,,,,Houston,Dry
5327,2016-02-08,63,44,0.0,,,,,Houston,Dry
5328,2016-02-09,66,39,0.0,,,,,Houston,Dry
5329,2016-02-10,71,38,0.0,,,,,Houston,Dry
5330,2016-02-11,80,55,0.0,HARRIS (201),1.0,480313.0,1.0,Houston,Dry
5331,2016-02-12,78,55,0.0,HARRIS (201),1.0,480314.0,1.0,Houston,Dry
5332,2016-02-12,78,55,0.0,HARRIS (201),1.0,480315.0,1.0,Houston,Dry
5333,2016-02-12,78,55,0.0,HARRIS (201),1.0,480442.0,2.0,Houston,Dry
5334,2016-02-13,67,51,0.0,HARRIS (201),1.0,480354.0,2.0,Houston,Dry
5335,2016-02-13,67,51,0.0,HARRIS (201),1.0,480404.0,1.0,Houston,Dry
5336,2016-02-14,74,57,0.0,HARRIS (201),1.0,480407.0,3.0,Houston,Dry
5337,2016-02-15,76,46,0.001,HARRIS (201),1.0,480360.0,1.0,Houston,Light
5338,2016-02-15,76,46,0.001,HARRIS (201),2.0,480409.0,2.0,Houston,Light
5339,2016-02-16,79,41,0.0,HARRIS (201),1.0,480367.0,2.0,Houston,Dry
5340,2016-02-16,79,41,0.0,HARRIS (201),1.0,480410.0,1.0,Houston,Dry
5341,2016-02-17,73,47,0.0,HARRIS (201),1.0,480330.0,2.0,Houston,Dry
5342,2016-02-17,73,47,0.0,HARRIS (201),1.0,480596.0,2.0,Houston,Dry
5343,2016-02-18,77,42,0.0,HARRIS (201),1.0,480415.0,1.0,Houston,Dry
5344,2016-02-18,77,42,0.0,HARRIS (201),1.0,480455.0,3.0,Houston,Dry
5345,2016-02-19,81,63,0.0,,,,,Houston,Dry
5346,2016-02-20,79,63,0.0,HARRIS (201),1.0,480381.0,1.0,Houston,Dry
5347,2016-02-21,74,63,0.0,HARRIS (201),1.0,480426.0,1.0,Houston,Dry
5348,2016-02-21,74,63,0.0,HARRIS (201),1.0,480427.0,2.0,Houston,Dry
5349,2016-02-21,74,63,0.0,HARRIS (201),1.0,480428.0,1.0,Houston,Dry
5350,2016-02-21,74,63,0.0,HARRIS (201),1.0,480429.0,2.0,Houston,Dry
5351,2016-02-21,74,63,0.0,HARRIS (201),2.0,480465.0,1.0,Houston,Dry
5352,2016-02-21,74,63,0.0,HARRIS (201),1.0,480466.0,1.0,Houston,Dry
5353,2016-02-22,68,57,0.67,HARRIS (201),1.0,480475.0,3.0,Houston,Heavy
5354,2016-02-23,73,48,1.13,,,,,Houston,Heavy
5355,2016-02-24,63,41,0.001,HARRIS (201),1.0,480481.0,1.0,Houston,Light
5356,2016-02-25,72,40,0.0,HARRIS (201),1.0,480485.0,1.0,Houston,Dry
5357,2016-02-26,63,39,0.0,HARRIS (201),1.0,480489.0,3.0,Houston,Dry
5358,2016-02-26,63,39,0.0,HARRIS (201),2.0,480490.0,2.0,Houston,Dry
5359,2016-02-26,63,39,0.0,HARRIS (201),1.0,480491.0,1.0,Houston,Dry
5360,2016-02-26,63,39,0.0,HARRIS (201),1.0,480712.0,1.0,Houston,Dry
5361,2016-02-27,71,40,0.0,HARRIS (201),1.0,480494.0,1.0,Houston,Dry
5362,2016-02-27,71,40,0.0,HARRIS (201),1.0,480495.0,1.0,Houston,Dry
5363,2016-02-27,71,40,0.0,HARRIS (201),1.0,480496.0,1.0,Houston,Dry
5364,2016-02-28,74,44,0.0,HARRIS (201),1.0,480501.0,1.0,Houston,Dry
5365,2016-02-29,78,55,0.0,,,,,Houston,Dry
5366,2016-03-01,78,62,0.0,,,,,Houston,Dry
5367,2016-03-02,70,49,0.0,,,,,Houston,Dry
5368,2016-03-03,84,61,0.001,HARRIS (201),1.0,480538.0,2.0,Houston,Light
5369,2016-03-04,74,48,0.0,HARRIS (201),1.0,480545.0,2.0,Houston,Dry
5370,2016-03-04,74,48,0.0,HARRIS (201),1.0,480546.0,1.0,Houston,Dry
5371,2016-03-05,76,47,0.0,HARRIS (201),1.0,480602.0,1.0,Houston,Dry
5372,2016-03-05,76,47,0.0,HARRIS (201),1.0,481521.0,1.0,Houston,Dry
5373,2016-03-06,75,47,0.0,HARRIS (201),1.0,480560.0,1.0,Houston,Dry
5374,2016-03-06,75,47,0.0,HARRIS (201),1.0,480605.0,1.0,Houston,Dry
5375,2016-03-06,75,47,0.0,HARRIS (201),1.0,480715.0,2.0,Houston,Dry
5376,2016-03-07,75,62,0.001,HARRIS (201),1.0,480565.0,1.0,Houston,Light
5377,2016-03-07,75,62,0.001,HARRIS (201),1.0,480978.0,2.0,Houston,Light
5378,2016-03-08,72,67,0.22,HARRIS (201),1.0,480568.0,1.0,Houston,Moderate
5379,2016-03-09,73,61,1.44,HARRIS (201),1.0,480571.0,2.0,Houston,Heavy
5380,2016-03-10,76,63,0.9,HARRIS (201),1.0,480577.0,1.0,Houston,Heavy
5381,2016-03-10,76,63,0.9,HARRIS (201),1.0,480609.0,1.0,Houston,Heavy
5382,2016-03-11,74,63,0.11,,,,,Houston,Moderate
5383,2016-03-12,75,60,0.02,HARRIS (201),1.0,480586.0,1.0,Houston,Light
5384,2016-03-13,82,56,0.0,,,,,Houston,Dry
5385,2016-03-14,87,56,0.0,HARRIS (201),1.0,480621.0,1.0,Houston,Dry
5386,2016-03-14,87,56,0.0,HARRIS (201),1.0,480622.0,2.0,Houston,Dry
5387,2016-03-15,84,64,0.0,HARRIS (201),1.0,480647.0,1.0,Houston,Dry
5388,2016-03-15,84,64,0.0,HARRIS (201),1.0,480718.0,1.0,Houston,Dry
5389,2016-03-16,78,63,0.0,,,,,Houston,Dry
5390,2016-03-17,80,62,0.0,,,,,Houston,Dry
5391,2016-03-18,81,63,0.001,HARRIS (201),1.0,480627.0,1.0,Houston,Light
5392,2016-03-18,81,63,0.001,HARRIS (201),1.0,480660.0,1.0,Houston,Light
5393,2016-03-19,69,50,0.0,HARRIS (201),1.0,480667.0,2.0,Houston,Dry
5394,2016-03-19,69,50,0.0,HARRIS (201),1.0,480668.0,1.0,Houston,Dry
5395,2016-03-20,61,43,0.0,HARRIS (201),1.0,480863.0,1.0,Houston,Dry
5396,2016-03-21,63,34,0.0,HARRIS (201),1.0,480676.0,1.0,Houston,Dry
5397,2016-03-21,63,34,0.0,HARRIS (201),1.0,480677.0,1.0,Houston,Dry
5398,2016-03-21,63,34,0.0,HARRIS (201),1.0,480733.0,2.0,Houston,Dry
5399,2016-03-21,63,34,0.0,HARRIS (201),1.0,480734.0,1.0,Houston,Dry
5400,2016-03-22,70,42,0.0,HARRIS (201),1.0,480680.0,1.0,Houston,Dry
5401,2016-03-22,70,42,0.0,HARRIS (201),1.0,480682.0,1.0,Houston,Dry
5402,2016-03-22,70,42,0.0,HARRIS (201),1.0,480778.0,1.0,Houston,Dry
5403,2016-03-23,76,63,0.03,,,,,Houston,Light
5404,2016-03-24,69,51,0.38,HARRIS (201),1.0,480736.0,1.0,Houston,Moderate
5405,2016-03-25,70,42,0.0,HARRIS (201),1.0,480693.0,2.0,Houston,Dry
5406,2016-03-26,75,46,0.0,HARRIS (201),1.0,480699.0,2.0,Houston,Dry
5407,2016-03-26,75,46,0.0,HARRIS (201),1.0,480743.0,1.0,Houston,Dry
5408,2016-03-26,75,46,0.0,HARRIS (201),2.0,480744.0,2.0,Houston,Dry
5409,2016-03-26,75,46,0.0,HARRIS (201),1.0,480745.0,2.0,Houston,Dry
5410,2016-03-26,75,46,0.0,HARRIS (201),1.0,480784.0,1.0,Houston,Dry
5411,2016-03-27,77,57,0.0,HARRIS (201),1.0,480749.0,1.0,Houston,Dry
5412,2016-03-27,77,57,0.0,HARRIS (201),1.0,480750.0,2.0,Houston,Dry
5413,2016-03-28,75,49,0.0,HARRIS (201),1.0,480752.0,1.0,Houston,Dry
